Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Exon region start (bp)	Exon region end (bp)	CDS start	CDS end	Exon stable ID	Exon rank in transcript	Transcript start (bp)	Transcript end (bp)	5' UTR start	5' UTR end	3' UTR start	3' UTR end	Transcription start site (TSS)	Gene start (bp)	Gene end (bp)	cDNA coding start	cDNA coding end	Genomic coding start	Genomic coding end
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	10985273	10985405	223	355	ENSE00003618181	3	10961296	11062277					10961296	10960824	11079426	688	820	10985273	10985405
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	10986189	10986593	356	760	ENSE00003525604	4	10961296	11062277					10961296	10960824	11079426	821	1225	10986189	10986593
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	10986905	10987003	761	859	ENSE00003604554	5	10961296	11062277					10961296	10960824	11079426	1226	1324	10986905	10987003
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	10987666	10987924	860	1118	ENSE00003531833	6	10961296	11062277					10961296	10960824	11079426	1325	1583	10987666	10987924
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	10989317	10989443	1119	1245	ENSE00003670957	7	10961296	11062277					10961296	10960824	11079426	1584	1710	10989317	10989443
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	10991150	10991323	1246	1419	ENSE00003607688	8	10961296	11062277					10961296	10960824	11079426	1711	1884	10991150	10991323
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	10994828	10995001	1420	1593	ENSE00003546739	9	10961296	11062277					10961296	10960824	11079426	1885	2058	10994828	10995001
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	10996213	10996380	1594	1761	ENSE00003527768	10	10961296	11062277					10961296	10960824	11079426	2059	2226	10996213	10996380
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	10996494	10996544	1762	1812	ENSE00003667937	11	10961296	11062277					10961296	10960824	11079426	2227	2277	10996494	10996544
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11003029	11003159	1813	1943	ENSE00003667107	12	10961296	11062277					10961296	10960824	11079426	2278	2408	11003029	11003159
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11003340	11003397	1944	2001	ENSE00003539754	13	10961296	11062277					10961296	10960824	11079426	2409	2466	11003340	11003397
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11007902	11008023	2002	2123	ENSE00003581372	14	10961296	11062277					10961296	10960824	11079426	2467	2588	11007902	11008023
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11010381	11010531	2124	2274	ENSE00003530860	15	10961296	11062277					10961296	10960824	11079426	2589	2739	11010381	11010531
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11012949	11013112	2275	2438	ENSE00003654082	16	10961296	11062277					10961296	10960824	11079426	2740	2903	11012949	11013112
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11018957	11019023	2439	2505	ENSE00003474879	17	10961296	11062277					10961296	10960824	11079426	2904	2970	11018957	11019023
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11019591	11019701	2506	2616	ENSE00003477043	18	10961296	11062277					10961296	10960824	11079426	2971	3081	11019591	11019701
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11021725	11021967	2617	2859	ENSE00003540089	19	10961296	11062277					10961296	10960824	11079426	3082	3324	11021725	11021967
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11023518	11023631	2860	2973	ENSE00003484961	20	10961296	11062277					10961296	10960824	11079426	3325	3438	11023518	11023631
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11024331	11024438	2974	3081	ENSE00003553172	21	10961296	11062277					10961296	10960824	11079426	3439	3546	11024331	11024438
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11025422	11025508	3082	3168	ENSE00003692983	22	10961296	11062277					10961296	10960824	11079426	3547	3633	11025422	11025508
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11026300	11026346	3169	3215	ENSE00003604518	23	10961296	11062277					10961296	10960824	11079426	3634	3680	11026300	11026346
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11027784	11027950	3216	3382	ENSE00003459233	24	10961296	11062277					10961296	10960824	11079426	3681	3847	11027784	11027950
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11030730	11030893	3383	3546	ENSE00003676000	25	10961296	11062277					10961296	10960824	11079426	3848	4011	11030730	11030893
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11033290	11033517	3547	3774	ENSE00003655405	26	10961296	11062277					10961296	10960824	11079426	4012	4239	11033290	11033517
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11034123	11034200	3874	3951	ENSE00003703701	28	10961296	11062277					10961296	10960824	11079426	4339	4416	11034123	11034200
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11034914	11035132	3952	4170	ENSE00003708931	29	10961296	11062277					10961296	10960824	11079426	4417	4635	11034914	11035132
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11039458	11039553	4171	4266	ENSE00003707782	30	10961296	11062277					10961296	10960824	11079426	4636	4731	11039458	11039553
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11058255	11058363	4521	4629	ENSE00003468652	32	10961296	11062277					10961296	10960824	11079426	4986	5094	11058255	11058363
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11058788	11058889	4630	4731	ENSE00003687872	33	10961296	11062277					10961296	10960824	11079426	5095	5196	11058788	11058889
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11059753	11059885	4732	4864	ENSE00003582123	34	10961296	11062277					10961296	10960824	11079426	5197	5329	11059753	11059885
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11060045	11060187	4865	5007	ENSE00003694052	35	10961296	11062277					10961296	10960824	11079426	5330	5472	11060045	11060187
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11041307	11041560	4267	4520	ENSE00003547338	31	10961296	11062277					10961296	10960824	11079426	4732	4985	11041307	11041560
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	10984121	10984373	1	222	ENSE00000874191	2	10961296	11062277	10984121	10984151			10961296	10960824	11079426	466	687	10984152	10984373
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11033767	11033865	3775	3873	ENSE00004014467	27	10961296	11062277					10961296	10960824	11079426	4240	4338	11033767	11033865
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	10961296	10961729			ENSE00004354306	1	10961296	11062277	10961296	10961729			10961296	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000896343	ENST00000896343.1	11061784	11062277	5008	5040	ENSE00004354305	36	10961296	11062277			11061817	11062277	10961296	10960824	11079426	5473	5505	11061784	11061816
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	10985273	10985405	223	355	ENSE00003618181	3	10960824	11062278					10960824	10960824	11079426	605	737	10985273	10985405
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	10986189	10986593	356	760	ENSE00003525604	4	10960824	11062278					10960824	10960824	11079426	738	1142	10986189	10986593
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	10986905	10987003	761	859	ENSE00003604554	5	10960824	11062278					10960824	10960824	11079426	1143	1241	10986905	10987003
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	10987666	10987924	860	1118	ENSE00003531833	6	10960824	11062278					10960824	10960824	11079426	1242	1500	10987666	10987924
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	10989317	10989443	1119	1245	ENSE00003670957	7	10960824	11062278					10960824	10960824	11079426	1501	1627	10989317	10989443
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	10991150	10991323	1246	1419	ENSE00003607688	8	10960824	11062278					10960824	10960824	11079426	1628	1801	10991150	10991323
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	10994828	10995001	1420	1593	ENSE00003546739	9	10960824	11062278					10960824	10960824	11079426	1802	1975	10994828	10995001
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	10996213	10996380	1594	1761	ENSE00003527768	10	10960824	11062278					10960824	10960824	11079426	1976	2143	10996213	10996380
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	10996494	10996544	1762	1812	ENSE00003667937	11	10960824	11062278					10960824	10960824	11079426	2144	2194	10996494	10996544
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11003029	11003159	1813	1943	ENSE00003667107	12	10960824	11062278					10960824	10960824	11079426	2195	2325	11003029	11003159
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11003340	11003397	1944	2001	ENSE00003539754	13	10960824	11062278					10960824	10960824	11079426	2326	2383	11003340	11003397
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11010381	11010531	2121	2271	ENSE00003530860	15	10960824	11062278					10960824	10960824	11079426	2503	2653	11010381	11010531
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11012949	11013112	2272	2435	ENSE00003654082	16	10960824	11062278					10960824	10960824	11079426	2654	2817	11012949	11013112
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11018957	11019023	2436	2502	ENSE00003474879	17	10960824	11062278					10960824	10960824	11079426	2818	2884	11018957	11019023
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11019591	11019701	2503	2613	ENSE00003477043	18	10960824	11062278					10960824	10960824	11079426	2885	2995	11019591	11019701
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11021725	11021967	2614	2856	ENSE00003540089	19	10960824	11062278					10960824	10960824	11079426	2996	3238	11021725	11021967
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11023518	11023631	2857	2970	ENSE00003484961	20	10960824	11062278					10960824	10960824	11079426	3239	3352	11023518	11023631
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11024331	11024438	2971	3078	ENSE00003553172	21	10960824	11062278					10960824	10960824	11079426	3353	3460	11024331	11024438
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11025422	11025508	3079	3165	ENSE00003692983	22	10960824	11062278					10960824	10960824	11079426	3461	3547	11025422	11025508
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11026300	11026346	3166	3212	ENSE00003604518	23	10960824	11062278					10960824	10960824	11079426	3548	3594	11026300	11026346
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11027784	11027950	3213	3379	ENSE00003459233	24	10960824	11062278					10960824	10960824	11079426	3595	3761	11027784	11027950
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11030730	11030893	3380	3543	ENSE00003676000	25	10960824	11062278					10960824	10960824	11079426	3762	3925	11030730	11030893
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11033290	11033517	3544	3771	ENSE00003655405	26	10960824	11062278					10960824	10960824	11079426	3926	4153	11033290	11033517
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11034123	11034200	3772	3849	ENSE00003703701	27	10960824	11062278					10960824	10960824	11079426	4154	4231	11034123	11034200
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11034914	11035132	3850	4068	ENSE00003708931	28	10960824	11062278					10960824	10960824	11079426	4232	4450	11034914	11035132
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11058255	11058363	4323	4431	ENSE00003468652	30	10960824	11062278					10960824	10960824	11079426	4705	4813	11058255	11058363
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11058788	11058889	4432	4533	ENSE00003687872	31	10960824	11062278					10960824	10960824	11079426	4814	4915	11058788	11058889
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11059753	11059885	4534	4666	ENSE00003582123	32	10960824	11062278					10960824	10960824	11079426	4916	5048	11059753	11059885
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11060045	11060187	4667	4809	ENSE00003694052	33	10960824	11062278					10960824	10960824	11079426	5049	5191	11060045	11060187
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11041307	11041560	4069	4322	ENSE00003547338	29	10960824	11062278					10960824	10960824	11079426	4451	4704	11041307	11041560
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	10984121	10984373	1	222	ENSE00000874191	2	10960824	11062278	10984121	10984151			10960824	10960824	11079426	383	604	10984152	10984373
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	10960824	10961174			ENSE00004398388	1	10960824	11062278	10960824	10961174			10960824	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11007905	11008023	2002	2120	ENSE00004398385	14	10960824	11062278					10960824	10960824	11079426	2384	2502	11007905	11008023
ENSG00000127616	ENSG00000127616.23	ENST00000924714	ENST00000924714.1	11061784	11062278	4810	4842	ENSE00004398419	34	10960824	11062278			11061817	11062278	10960824	10960824	11079426	5192	5224	11061784	11061816
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	10984124	10984373	1	222	ENSE00002858683	2	10960839	11062279	10984124	10984151			10960839	10960824	11079426	365	586	10984152	10984373
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	10985273	10985405	223	355	ENSE00003618181	3	10960839	11062279					10960839	10960824	11079426	587	719	10985273	10985405
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	10986189	10986593	356	760	ENSE00003525604	4	10960839	11062279					10960839	10960824	11079426	720	1124	10986189	10986593
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	10986905	10987003	761	859	ENSE00003604554	5	10960839	11062279					10960839	10960824	11079426	1125	1223	10986905	10987003
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	10987666	10987924	860	1118	ENSE00003531833	6	10960839	11062279					10960839	10960824	11079426	1224	1482	10987666	10987924
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	10989317	10989443	1119	1245	ENSE00003670957	7	10960839	11062279					10960839	10960824	11079426	1483	1609	10989317	10989443
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	10991150	10991323	1246	1419	ENSE00003607688	8	10960839	11062279					10960839	10960824	11079426	1610	1783	10991150	10991323
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	10994828	10995001	1420	1593	ENSE00003546739	9	10960839	11062279					10960839	10960824	11079426	1784	1957	10994828	10995001
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	10996213	10996380	1594	1761	ENSE00003527768	10	10960839	11062279					10960839	10960824	11079426	1958	2125	10996213	10996380
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	10996494	10996544	1762	1812	ENSE00003667937	11	10960839	11062279					10960839	10960824	11079426	2126	2176	10996494	10996544
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11003029	11003159	1813	1943	ENSE00003667107	12	10960839	11062279					10960839	10960824	11079426	2177	2307	11003029	11003159
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11003340	11003397	1944	2001	ENSE00003539754	13	10960839	11062279					10960839	10960824	11079426	2308	2365	11003340	11003397
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11007902	11008023	2002	2123	ENSE00003581372	14	10960839	11062279					10960839	10960824	11079426	2366	2487	11007902	11008023
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11010381	11010531	2124	2274	ENSE00003530860	15	10960839	11062279					10960839	10960824	11079426	2488	2638	11010381	11010531
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11012949	11013112	2275	2438	ENSE00003654082	16	10960839	11062279					10960839	10960824	11079426	2639	2802	11012949	11013112
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11018957	11019023	2439	2505	ENSE00003474879	17	10960839	11062279					10960839	10960824	11079426	2803	2869	11018957	11019023
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11019591	11019701	2506	2616	ENSE00003477043	18	10960839	11062279					10960839	10960824	11079426	2870	2980	11019591	11019701
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11021725	11021967	2617	2859	ENSE00003540089	19	10960839	11062279					10960839	10960824	11079426	2981	3223	11021725	11021967
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11023518	11023631	2860	2973	ENSE00003484961	20	10960839	11062279					10960839	10960824	11079426	3224	3337	11023518	11023631
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11024331	11024438	2974	3081	ENSE00003553172	21	10960839	11062279					10960839	10960824	11079426	3338	3445	11024331	11024438
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11025422	11025508	3082	3168	ENSE00003692983	22	10960839	11062279					10960839	10960824	11079426	3446	3532	11025422	11025508
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11026300	11026346	3169	3215	ENSE00003604518	23	10960839	11062279					10960839	10960824	11079426	3533	3579	11026300	11026346
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11027784	11027950	3216	3382	ENSE00003459233	24	10960839	11062279					10960839	10960824	11079426	3580	3746	11027784	11027950
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11030730	11030893	3383	3546	ENSE00003676000	25	10960839	11062279					10960839	10960824	11079426	3747	3910	11030730	11030893
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11033290	11033517	3547	3774	ENSE00003655405	26	10960839	11062279					10960839	10960824	11079426	3911	4138	11033290	11033517
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11034123	11034200	3874	3951	ENSE00003703701	28	10960839	11062279					10960839	10960824	11079426	4238	4315	11034123	11034200
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11034914	11035132	3952	4170	ENSE00003708931	29	10960839	11062279					10960839	10960824	11079426	4316	4534	11034914	11035132
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11058255	11058363	4425	4533	ENSE00003468652	31	10960839	11062279					10960839	10960824	11079426	4789	4897	11058255	11058363
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11058788	11058889	4534	4635	ENSE00003687872	32	10960839	11062279					10960839	10960824	11079426	4898	4999	11058788	11058889
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11059753	11059885	4636	4768	ENSE00003582123	33	10960839	11062279					10960839	10960824	11079426	5000	5132	11059753	11059885
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11060045	11060187	4769	4911	ENSE00003694052	34	10960839	11062279					10960839	10960824	11079426	5133	5275	11060045	11060187
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11041307	11041560	4171	4424	ENSE00003547338	30	10960839	11062279					10960839	10960824	11079426	4535	4788	11041307	11041560
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11061784	11062279	4912	4944	ENSE00003814574	35	10960839	11062279			11061817	11062279	10960839	10960824	11079426	5276	5308	11061784	11061816
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	11033767	11033865	3775	3873	ENSE00004014467	27	10960839	11062279					10960839	10960824	11079426	4139	4237	11033767	11033865
ENSG00000127616	ENSG00000127616.23	ENST00000924715	ENST00000924715.1	10960839	10961174			ENSE00004398428	1	10960839	11062279	10960839	10961174			10960839	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	10985273	10985405	223	355	ENSE00003618181	3	10960851	11062279					10960851	10960824	11079426	578	710	10985273	10985405
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	10986189	10986593	356	760	ENSE00003525604	4	10960851	11062279					10960851	10960824	11079426	711	1115	10986189	10986593
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	10986905	10987003	761	859	ENSE00003604554	5	10960851	11062279					10960851	10960824	11079426	1116	1214	10986905	10987003
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	10987666	10987924	860	1118	ENSE00003531833	6	10960851	11062279					10960851	10960824	11079426	1215	1473	10987666	10987924
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	10989317	10989443	1119	1245	ENSE00003670957	7	10960851	11062279					10960851	10960824	11079426	1474	1600	10989317	10989443
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	10991150	10991323	1246	1419	ENSE00003607688	8	10960851	11062279					10960851	10960824	11079426	1601	1774	10991150	10991323
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	10994828	10995001	1420	1593	ENSE00003546739	9	10960851	11062279					10960851	10960824	11079426	1775	1948	10994828	10995001
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	10996213	10996380	1594	1761	ENSE00003527768	10	10960851	11062279					10960851	10960824	11079426	1949	2116	10996213	10996380
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	10996494	10996544	1762	1812	ENSE00003667937	11	10960851	11062279					10960851	10960824	11079426	2117	2167	10996494	10996544
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11003029	11003159	1813	1943	ENSE00003667107	12	10960851	11062279					10960851	10960824	11079426	2168	2298	11003029	11003159
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11003340	11003397	1944	2001	ENSE00003539754	13	10960851	11062279					10960851	10960824	11079426	2299	2356	11003340	11003397
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11007902	11008023	2002	2123	ENSE00003581372	14	10960851	11062279					10960851	10960824	11079426	2357	2478	11007902	11008023
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11010381	11010531	2124	2274	ENSE00003530860	15	10960851	11062279					10960851	10960824	11079426	2479	2629	11010381	11010531
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11012949	11013112	2275	2438	ENSE00003654082	16	10960851	11062279					10960851	10960824	11079426	2630	2793	11012949	11013112
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11018957	11019023	2439	2505	ENSE00003474879	17	10960851	11062279					10960851	10960824	11079426	2794	2860	11018957	11019023
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11019591	11019701	2506	2616	ENSE00003477043	18	10960851	11062279					10960851	10960824	11079426	2861	2971	11019591	11019701
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11021725	11021967	2617	2859	ENSE00003540089	19	10960851	11062279					10960851	10960824	11079426	2972	3214	11021725	11021967
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11023518	11023631	2860	2973	ENSE00003484961	20	10960851	11062279					10960851	10960824	11079426	3215	3328	11023518	11023631
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11024331	11024438	2974	3081	ENSE00003553172	21	10960851	11062279					10960851	10960824	11079426	3329	3436	11024331	11024438
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11025422	11025508	3082	3168	ENSE00003692983	22	10960851	11062279					10960851	10960824	11079426	3437	3523	11025422	11025508
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11026300	11026346	3169	3215	ENSE00003604518	23	10960851	11062279					10960851	10960824	11079426	3524	3570	11026300	11026346
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11027784	11027950	3216	3382	ENSE00003459233	24	10960851	11062279					10960851	10960824	11079426	3571	3737	11027784	11027950
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11030730	11030893	3383	3546	ENSE00003676000	25	10960851	11062279					10960851	10960824	11079426	3738	3901	11030730	11030893
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11033290	11033517	3547	3774	ENSE00003655405	26	10960851	11062279					10960851	10960824	11079426	3902	4129	11033290	11033517
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11034123	11034200	3775	3852	ENSE00003703701	27	10960851	11062279					10960851	10960824	11079426	4130	4207	11034123	11034200
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11034914	11035132	3853	4071	ENSE00003708931	28	10960851	11062279					10960851	10960824	11079426	4208	4426	11034914	11035132
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11058788	11058889	4432	4533	ENSE00003687872	31	10960851	11062279					10960851	10960824	11079426	4787	4888	11058788	11058889
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11059753	11059885	4534	4666	ENSE00003582123	32	10960851	11062279					10960851	10960824	11079426	4889	5021	11059753	11059885
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11060045	11060187	4667	4809	ENSE00003694052	33	10960851	11062279					10960851	10960824	11079426	5022	5164	11060045	11060187
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11041307	11041560	4072	4325	ENSE00003547338	29	10960851	11062279					10960851	10960824	11079426	4427	4680	11041307	11041560
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11061784	11062279	4810	4842	ENSE00003814574	34	10960851	11062279			11061817	11062279	10960851	10960824	11079426	5165	5197	11061784	11061816
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	10984121	10984373	1	222	ENSE00000874191	2	10960851	11062279	10984121	10984151			10960851	10960824	11079426	356	577	10984152	10984373
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	11058258	11058363	4326	4431	ENSE00001653058	30	10960851	11062279					10960851	10960824	11079426	4681	4786	11058258	11058363
ENSG00000127616	ENSG00000127616.23	ENST00000924716	ENST00000924716.1	10960851	10961174			ENSE00004398400	1	10960851	11062279	10960851	10961174			10960851	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000924717	ENST00000924717.1	10984124	10984373	1	222	ENSE00002858683	2	10960877	11062274	10984124	10984151			10960877	10960824	11079426	327	548	10984152	10984373
ENSG00000127616	ENSG00000127616.23	ENST00000924717	ENST00000924717.1	10985273	10985405	223	355	ENSE00003618181	3	10960877	11062274					10960877	10960824	11079426	549	681	10985273	10985405
ENSG00000127616	ENSG00000127616.23	ENST00000924717	ENST00000924717.1	10986189	10986593	356	760	ENSE00003525604	4	10960877	11062274					10960877	10960824	11079426	682	1086	10986189	10986593
